order_id,customer_id,order_date,ship_date,delivery_date,ship_mode,origin_warehouse,dest_city,dest_state,product_category,product_id,quantity,unit_price,order_value,shipping_cost,delivery_time_days,delivery_status,returned,cost_of_goods,labor_time_minutes,order_priority,promo_code,customer_segment,carrier,profit,profit_margin,order_week,order_month,order_year,fulfillment_lag_days,delivery_lag,on_time
O003614,C2478,2024-08-23,2024-08-25,2024-08-31,Ground,WH_North,City_154,CA,Beauty,P7345,3,57.23,171.69,5.49,6,Delivered,No,69.98,54,Medium,FREESHIP,SMB,CarrierB,89.74,0.523,34,Aug,2024,2,4,1
O003615,C1893,2025-01-07,2025-01-08,2025-01-10,Two-Day,WH_East,City_360,NC,Toys,P2117,2,79.61,159.22,15.45,2,Delivered,No,59.09,36,Low,WELCOME5,SMB,CarrierD,80.36,0.505,2,Jan,2025,1,1,1
O003616,C2540,2024-11-11,2024-11-13,2024-11-18,Ground,WH_West,City_218,OH,Toys,P8423,4,46.06,184.24,5.11,5,Delivered,No,97.97,72,Medium,NA,SMB,CarrierC,72.52,0.394,46,Nov,2024,2,3,1
O003617,C1750,2024-05-26,2024-05-27,2024-05-28,Overnight,WH_Central,City_338,IL,Home,P4231,1,32.54,32.54,53.72,1,Delivered,No,12.79,15,Medium,NA,Consumer,CarrierA,-35.77,-1.099,21,May,2024,1,0,1
O003618,C2768,2025-05-19,2025-05-21,2025-05-28,Ground,WH_Central,City_304,MI,Sports,P6155,2,22.93,45.86,5.79,7,Delivered,No,24.06,26,Medium,FREESHIP,SMB,CarrierB,12.89,0.281,21,May,2025,2,5,1
O003619,C2570,2024-04-27,2024-04-28,2024-05-03,Two-Day,WH_South,City_290,IL,Beauty,P6821,3,63.55,190.65,15.11,5,Delivered,No,91.18,42,Critical,SUMMER10,Enterprise,CarrierC,79.32,0.416,17,Apr,2024,1,4,0
O003620,C1577,2024-01-04,2024-01-05,2024-01-10,Ground,WH_South,City_388,TX,Electronics,P1529,5,42.15,210.75,6.48,5,Delivered,No,105.38,80,Low,FREESHIP,Enterprise,CarrierA,89.29,0.424,1,Jan,2024,1,4,1
O003621,C2296,2025-10-08,2025-10-08,2025-10-12,Two-Day,WH_North,City_40,FL,Home,P7147,2,63.91,127.82,14.83,4,Delivered,No,55.17,44,Low,FREESHIP,SMB,CarrierD,52.54,0.411,41,Oct,2025,0,4,0
O003622,C1212,2025-05-09,2025-05-11,2025-05-12,Overnight,WH_Central,City_339,OH,Beauty,P1181,2,55.81,111.62,42.74,1,Delivered,No,40.83,26,High,SUMMER10,Enterprise,CarrierA,24.93,0.223,19,May,2025,2,-1,1
O003623,C2701,2024-07-02,2024-07-04,2024-07-09,Ground,WH_West,City_235,MI,Apparel,P2750,2,63.93,127.86,5.6,5,Delivered,No,48.36,36,Low,SUMMER10,SMB,CarrierA,69.58,0.544,27,Jul,2024,2,3,1
O003624,C1146,2025-02-22,2025-02-24,2025-03-03,Ground,WH_West,City_146,FL,Electronics,P7187,4,21.05,84.2,5.48,7,Delivered,No,42.1,68,High,SUMMER10,Consumer,CarrierD,28.46,0.338,8,Feb,2025,2,5,1
O003625,C2612,2024-03-30,2024-03-31,2024-04-02,Air,WH_North,City_307,FL,Beauty,P4171,1,57.16,57.16,27.9,2,Delivered,No,30.93,13,Low,NA,Consumer,CarrierB,-3.23,-0.057,13,Mar,2024,1,1,1
O003626,C1687,2024-06-29,2024-06-30,2024-07-03,Overnight,WH_North,City_150,MI,Electronics,P1361,1,45.58,45.58,58.14,3,Delivered,No,22.79,15,Medium,SUMMER10,Consumer,CarrierB,-37.15,-0.815,26,Jun,2024,1,2,0
O003627,C2770,2024-11-17,2024-11-19,2024-11-24,Ground,WH_West,City_318,GA,Apparel,P7917,3,64.59,193.77,6.36,5,Delivered,No,67.9,39,Low,NA,SMB,CarrierB,114.83,0.593,46,Nov,2024,2,3,1
O003628,C2420,2025-06-26,2025-06-26,2025-07-01,Ground,WH_East,City_263,MI,Beauty,P6485,2,41.64,83.28,5.02,5,Delivered,No,42.68,30,Low,SUMMER10,Enterprise,CarrierD,31.98,0.384,26,Jun,2025,0,5,1
O003629,C1505,2024-11-09,2024-11-11,2024-11-13,Air,WH_East,City_46,IL,Electronics,P3170,3,46.44,139.32,32.13,2,Delivered,No,69.66,51,Low,SUMMER10,Enterprise,CarrierD,31.41,0.225,45,Nov,2024,2,0,1
O003630,C1392,2025-08-31,2025-09-02,2025-09-07,Ground,WH_North,City_30,NY,Toys,P6719,3,6.63,19.89,6.13,5,Delivered,No,10.77,42,Low,WELCOME5,Consumer,CarrierC,-2.05,-0.103,35,Aug,2025,2,3,1
O003631,C2560,2025-02-19,2025-02-21,2025-02-27,Ground,WH_East,City_295,IL,Beauty,P2309,6,25.7,154.2,5.82,6,Delivered,No,58.5,90,Low,SUMMER10,Consumer,CarrierC,79.08,0.513,8,Feb,2025,2,4,1
O003632,C1228,2025-09-15,2025-09-17,2025-09-22,Ground,WH_South,City_38,TX,Electronics,P9753,4,74.43,297.72,6.99,5,Delivered,No,148.86,76,Low,NA,Consumer,CarrierB,132.75,0.446,38,Sep,2025,2,3,1
O003633,C2090,2024-10-05,2024-10-06,2024-10-11,Ground,WH_West,City_346,PA,Toys,P8038,5,25.7,128.5,6.17,5,Delivered,Yes,51.07,65,Medium,SUMMER10,SMB,CarrierC,63.46,0.494,40,Oct,2024,1,4,1
O003634,C2485,2025-07-10,2025-07-11,2025-07-16,Two-Day,WH_Central,City_23,GA,Home,P7787,3,41.05,123.15,14.67,5,Delivered,No,47.15,51,Medium,WELCOME5,Consumer,CarrierC,55.21,0.448,28,Jul,2025,1,4,0
O003635,C2815,2025-08-01,2025-08-03,2025-08-08,Air,WH_South,City_332,NY,Toys,P7045,2,64.55,129.1,35.27,5,Delivered,No,54.46,30,Low,WELCOME5,SMB,CarrierA,35.77,0.277,31,Aug,2025,2,3,0
O003636,C2750,2025-07-24,2025-07-24,2025-07-29,Ground,WH_Central,City_358,FL,Home,P4201,1,33.25,33.25,7.04,5,Delivered,Yes,18.22,15,Low,WELCOME5,SMB,CarrierC,6.19,0.186,30,Jul,2025,0,5,1
O003637,C1362,2024-08-26,2024-08-27,2024-09-01,Two-Day,WH_South,City_348,OH,Apparel,P7305,2,62.9,125.8,12.53,5,Delivered,No,64.94,24,Medium,FREESHIP,Consumer,CarrierB,45.45,0.361,35,Aug,2024,1,4,0
O003638,C1902,2025-09-13,2025-09-14,2025-09-23,Ground,WH_South,City_13,TX,Home,P7673,2,45.32,90.64,5.25,9,Delivered,No,37.02,26,Critical,FREESHIP,Enterprise,CarrierC,45.25,0.499,37,Sep,2025,1,8,0
O003639,C1656,2024-05-26,2024-05-27,2024-06-01,Two-Day,WH_South,City_77,NC,Sports,P1128,2,25.81,51.62,16.3,5,Delivered,No,26.84,26,Low,SUMMER10,Enterprise,CarrierD,5.36,0.104,21,May,2024,1,4,0
O003640,C1770,2024-09-07,2024-09-08,2024-09-10,Two-Day,WH_West,City_350,CA,Apparel,P8059,1,37.88,37.88,12.33,2,Delivered,No,14.99,15,Low,FREESHIP,SMB,CarrierB,8.76,0.231,36,Sep,2024,1,1,1
O003641,C2777,2024-10-31,2024-11-02,2024-11-05,Air,WH_South,City_41,GA,Home,P6492,2,43.6,87.2,25.12,3,Delivered,No,32.05,36,Low,WELCOME5,Consumer,CarrierB,25.71,0.295,44,Oct,2024,2,1,1
O003642,C1553,2025-05-06,2025-05-07,2025-05-11,Two-Day,WH_North,City_311,IL,Sports,P4173,4,56.61,226.44,13.82,4,Delivered,No,106.67,68,Medium,FREESHIP,Consumer,CarrierC,97.79,0.432,19,May,2025,1,3,0
O003643,C2709,2025-10-26,2025-10-28,2025-10-30,Two-Day,WH_North,City_305,OH,Toys,P8012,2,43.24,86.48,16.33,2,Delivered,No,42.3,26,High,NA,SMB,CarrierC,24.73,0.286,43,Oct,2025,2,0,1
O003644,C2581,2024-03-23,2024-03-23,2024-03-30,Ground,WH_South,City_53,MI,Apparel,P3360,2,65.45,130.9,7.08,7,Delivered,No,63.29,40,Low,NA,Enterprise,CarrierD,55.73,0.426,12,Mar,2024,0,7,1
O003645,C1877,2024-06-20,2024-06-20,2024-06-27,Ground,WH_West,City_155,CA,Beauty,P2972,6,40.04,240.24,6.42,7,Delivered,No,102.05,96,Medium,WELCOME5,SMB,CarrierD,120.25,0.501,25,Jun,2024,0,7,1
O003646,C1376,2024-10-30,2024-10-31,2024-11-06,Ground,WH_West,City_112,OH,Toys,P1102,1,65.54,65.54,7.44,6,Delivered,No,33.9,13,Low,FREESHIP,SMB,CarrierC,22.64,0.345,44,Oct,2024,1,5,1
O003647,C1444,2024-07-19,2024-07-20,2024-07-23,Two-Day,WH_East,City_391,FL,Apparel,P6202,1,70.5,70.5,13.4,3,Lost,No,24.7,11,Medium,WELCOME5,SMB,CarrierC,31.08,0.441,29,Jul,2024,1,2,1
O003648,C2928,2024-04-14,2024-04-15,2024-04-17,Overnight,WH_East,City_381,GA,Electronics,P2939,2,79.8,159.6,55.72,2,Lost,No,79.8,28,Low,WELCOME5,Consumer,CarrierB,20.72,0.13,15,Apr,2024,1,1,1
O003649,C1638,2024-05-17,2024-05-19,2024-05-23,Air,WH_Central,City_279,GA,Beauty,P6536,4,68.07,272.28,32.62,4,Delivered,No,99.74,60,Medium,WELCOME5,Enterprise,CarrierB,132.72,0.487,20,May,2024,2,2,0
O003650,C1804,2025-04-06,2025-04-06,2025-04-11,Ground,WH_South,City_367,OH,Toys,P4498,1,40.04,40.04,6.02,5,Delivered,No,19.35,13,Medium,SUMMER10,Enterprise,CarrierC,13.11,0.327,14,Apr,2025,0,5,1
O003651,C2360,2025-05-01,2025-05-01,2025-05-06,Ground,WH_South,City_235,OH,Home,P2668,3,55.69,167.07,6.14,5,Delivered,No,62.12,54,Medium,SUMMER10,Consumer,CarrierB,92.33,0.553,18,May,2025,0,5,1
O003652,C2312,2025-02-21,2025-02-23,2025-02-27,Air,WH_North,City_146,PA,Toys,P7197,4,25.29,101.16,31.82,4,Delivered,No,51.51,64,High,SUMMER10,Enterprise,CarrierD,10.15,0.1,8,Feb,2025,2,2,0
O003653,C1910,2024-11-09,2024-11-10,2024-11-19,Ground,WH_South,City_163,GA,Sports,P3000,2,44.74,89.48,7.08,9,Delivered,No,42.59,24,Medium,NA,Consumer,CarrierB,36.93,0.413,45,Nov,2024,1,8,0
O003654,C2551,2024-06-30,2024-07-01,2024-07-05,Two-Day,WH_East,City_149,FL,Home,P5292,3,65.71,197.13,17.14,4,Delivered,No,108.21,45,Low,NA,Consumer,CarrierD,66.38,0.337,26,Jun,2024,1,3,0
O003655,C1892,2025-09-06,2025-09-07,2025-09-08,Overnight,WH_South,City_268,MI,Sports,P6968,4,75.43,301.72,53.51,1,Delivered,No,122.27,60,Low,SUMMER10,Consumer,CarrierC,118.74,0.394,36,Sep,2025,1,0,1
O003656,C2553,2025-10-11,2025-10-11,2025-10-16,Ground,WH_Central,City_308,IL,Electronics,P4875,4,27.89,111.56,5.04,5,Delivered,No,55.78,56,High,SUMMER10,Consumer,CarrierD,44.02,0.395,41,Oct,2025,0,5,1
O003657,C2615,2025-03-04,2025-03-06,2025-03-14,Ground,WH_East,City_29,NY,Sports,P1114,2,53.44,106.88,6.74,8,Delivered,No,54.06,36,Medium,NA,Enterprise,CarrierD,41.76,0.391,10,Mar,2025,2,6,0
O003658,C2702,2024-12-14,2024-12-14,2024-12-15,Overnight,WH_West,City_339,MI,Sports,P6385,1,24.2,24.2,46.38,1,Delivered,No,10.07,15,High,FREESHIP,Consumer,CarrierA,-34.05,-1.407,50,Dec,2024,0,1,1
O003659,C2726,2024-02-24,2024-02-24,2024-02-26,Two-Day,WH_Central,City_376,MI,Sports,P6720,1,47.42,47.42,12.04,2,Delivered,No,23.75,18,Low,NA,Consumer,CarrierB,9.47,0.2,8,Feb,2024,0,2,1
O003660,C1404,2025-10-10,2025-10-10,2025-10-16,Ground,WH_North,City_103,IL,Sports,P3019,2,32.75,65.5,5.37,6,Delivered,No,27,28,High,WELCOME5,Consumer,CarrierA,29.77,0.455,41,Oct,2025,0,6,1
O003661,C2767,2024-09-01,2024-09-02,2024-09-07,Ground,WH_East,City_368,CA,Home,P8072,5,57.77,288.85,6.11,5,Delivered,No,135.61,75,Medium,WELCOME5,Consumer,CarrierC,138.13,0.478,35,Sep,2024,1,4,1
O003662,C2949,2024-06-09,2024-06-11,2024-06-14,Overnight,WH_Central,City_176,TX,Toys,P2181,3,31.19,93.57,40.12,3,Lost,No,43.49,36,Low,WELCOME5,Enterprise,CarrierD,5.64,0.06,23,Jun,2024,2,1,0
O003663,C2079,2025-04-11,2025-04-11,2025-04-13,Air,WH_South,City_46,NY,Electronics,P7740,1,57.3,57.3,28.93,2,Delivered,No,28.65,13,Low,FREESHIP,Enterprise,CarrierB,-1.84,-0.032,15,Apr,2025,0,2,1
O003664,C1808,2025-03-28,2025-03-30,2025-04-09,Ground,WH_North,City_95,PA,Electronics,P1207,3,64.77,194.31,5.98,10,Delivered,No,97.16,36,Low,FREESHIP,SMB,CarrierD,86.85,0.447,13,Mar,2025,2,8,0
O003665,C2667,2024-11-05,2024-11-06,2024-11-14,Ground,WH_South,City_385,CA,Home,P2719,2,71.15,142.3,5.17,8,Delivered,No,54.55,28,Low,WELCOME5,Enterprise,CarrierA,79.22,0.557,45,Nov,2024,1,7,0
O003666,C2465,2025-05-20,2025-05-22,2025-05-26,Overnight,WH_East,City_169,PA,Toys,P5924,2,53.37,106.74,55.7,4,Delivered,No,47.4,30,Low,WELCOME5,Enterprise,CarrierD,0.04,0,21,May,2025,2,2,0
O003667,C1637,2025-07-06,2025-07-06,2025-07-08,Overnight,WH_South,City_28,IL,Beauty,P8020,5,69.95,349.75,57.71,2,Delivered,No,136.25,90,Low,WELCOME5,Enterprise,CarrierB,144.99,0.415,27,Jul,2025,0,2,1
O003668,C1080,2025-03-08,2025-03-08,2025-03-11,Air,WH_North,City_325,TX,Electronics,P8296,5,53.76,268.8,25.83,3,Delivered,No,134.4,60,Low,WELCOME5,SMB,CarrierC,101.37,0.377,10,Mar,2025,0,3,1
O003669,C1969,2024-07-19,2024-07-19,2024-07-21,Air,WH_North,City_83,NY,Apparel,P6022,4,7.91,31.64,28.54,2,Delivered,No,14.98,76,High,SUMMER10,SMB,CarrierA,-21,-0.664,29,Jul,2024,0,2,1
O003670,C1636,2024-06-08,2024-06-08,2024-06-14,Ground,WH_North,City_94,MI,Home,P1127,4,66.73,266.92,7.21,6,Delivered,No,137.52,52,Low,FREESHIP,Enterprise,CarrierA,115.95,0.434,23,Jun,2024,0,6,1
O003671,C1003,2025-10-13,2025-10-14,2025-10-15,Overnight,WH_East,City_26,NY,Beauty,P4504,3,92.87,278.61,48.47,1,Delivered,No,97.58,33,Low,WELCOME5,Enterprise,CarrierC,128.6,0.462,42,Oct,2025,1,0,1
O003672,C1138,2025-07-20,2025-07-21,2025-07-26,Ground,WH_South,City_69,NC,Toys,P7959,2,78.71,157.42,7.12,5,Delivered,No,73.61,36,Low,WELCOME5,Consumer,CarrierC,72.37,0.46,29,Jul,2025,1,4,1
O003673,C1958,2024-06-15,2024-06-15,2024-06-23,Ground,WH_West,City_302,CA,Sports,P8830,2,33.65,67.3,6.14,8,Lost,No,31.47,38,Low,SUMMER10,Consumer,CarrierC,25.13,0.373,24,Jun,2024,0,8,0
O003674,C1770,2024-02-18,2024-02-20,2024-02-25,Ground,WH_North,City_287,TX,Sports,P2033,2,55.24,110.48,7.31,5,Delivered,No,50.92,36,Low,NA,Consumer,CarrierD,47.93,0.434,7,Feb,2024,2,3,1
O003675,C2904,2025-09-17,2025-09-17,2025-09-24,Ground,WH_East,City_180,MI,Electronics,P5526,3,44.58,133.74,7.37,7,Delivered,No,66.87,48,High,WELCOME5,Consumer,CarrierC,53.74,0.402,38,Sep,2025,0,7,1
O003676,C1325,2024-12-16,2024-12-16,2024-12-21,Ground,WH_East,City_137,IL,Sports,P4508,3,23.75,71.25,7.43,5,Delivered,No,26.86,54,Low,WELCOME5,Consumer,CarrierB,30.48,0.428,51,Dec,2024,0,5,1
O003677,C1665,2024-05-05,2024-05-05,2024-05-10,Ground,WH_West,City_300,GA,Apparel,P4206,5,77.81,389.05,6.74,5,Delivered,No,153.64,85,Low,FREESHIP,Enterprise,CarrierC,218.47,0.562,18,May,2024,0,5,1
O003678,C2578,2024-02-11,2024-02-13,2024-02-21,Ground,WH_North,City_209,IL,Electronics,P7917,2,19.56,39.12,5.09,8,Delivered,Yes,19.56,28,Medium,SUMMER10,Consumer,CarrierC,11.11,0.284,6,Feb,2024,2,6,0
O003679,C2386,2025-04-01,2025-04-03,2025-04-08,Ground,WH_North,City_336,GA,Apparel,P5402,4,17.21,68.84,7.09,5,Delivered,No,35.87,64,Medium,NA,Consumer,CarrierB,18.2,0.264,14,Apr,2025,2,3,1
O003680,C1381,2024-05-25,2024-05-25,2024-06-01,Ground,WH_West,City_278,FL,Home,P1087,2,34.72,69.44,7,7,Delivered,No,25.41,30,High,SUMMER10,Consumer,CarrierC,33.43,0.481,21,May,2024,0,7,1
O003681,C2693,2024-07-05,2024-07-07,2024-07-15,Ground,WH_South,City_273,PA,Electronics,P8528,4,85.54,342.16,6.31,8,Delivered,No,171.08,80,Medium,WELCOME5,Consumer,CarrierC,155.17,0.454,27,Jul,2024,2,6,0
O003682,C1044,2025-09-29,2025-09-30,2025-10-06,Ground,WH_West,City_117,TX,Beauty,P2140,2,44.55,89.1,5.36,6,Delivered,No,37.67,28,Medium,FREESHIP,SMB,CarrierA,42.71,0.479,40,Sep,2025,1,5,1
O003683,C1388,2024-05-16,2024-05-16,2024-05-26,Ground,WH_West,City_399,OH,Electronics,P8223,4,6.33,25.32,7.33,10,Delivered,No,12.66,80,Low,FREESHIP,SMB,CarrierD,-4.27,-0.169,20,May,2024,0,10,0
O003684,C1391,2024-05-24,2024-05-25,2024-05-27,Overnight,WH_Central,City_96,OH,Home,P1214,3,25.6,76.8,44.31,2,Delivered,No,35.94,54,Medium,FREESHIP,SMB,CarrierC,-9.93,-0.129,21,May,2024,1,1,1
O003685,C2016,2024-08-17,2024-08-17,2024-08-25,Ground,WH_North,City_207,CA,Apparel,P1374,5,26.18,130.9,7.3,8,Delivered,Yes,61.19,75,Medium,NA,SMB,CarrierD,53.41,0.408,33,Aug,2024,0,8,0
O003686,C2281,2024-05-03,2024-05-04,2024-05-07,Two-Day,WH_East,City_177,NC,Electronics,P1259,2,61.95,123.9,17.5,3,Delivered,No,61.95,32,Low,NA,Enterprise,CarrierC,40.61,0.328,18,May,2024,1,2,1
O003687,C2956,2025-10-09,2025-10-11,2025-10-17,Ground,WH_West,City_163,CA,Beauty,P2267,5,60.02,300.1,6.82,6,Delivered,No,163.37,95,Low,NA,SMB,CarrierD,118.51,0.395,41,Oct,2025,2,4,1
O003688,C2779,2025-02-11,2025-02-13,2025-02-17,Two-Day,WH_East,City_69,GA,Toys,P4374,3,59.33,177.99,14.29,4,Delivered,No,70.53,48,Medium,NA,SMB,CarrierD,87.41,0.491,7,Feb,2025,2,2,0
O003689,C1129,2025-06-03,2025-06-04,2025-06-09,Ground,WH_North,City_117,IL,Toys,P5938,2,52.63,105.26,6.96,5,Delivered,No,52.28,26,Low,FREESHIP,Consumer,CarrierC,42.9,0.408,23,Jun,2025,1,4,1
O003690,C2232,2025-09-10,2025-09-12,2025-09-17,Ground,WH_North,City_236,FL,Beauty,P9535,6,46.03,276.18,6.45,5,Delivered,No,108.18,72,Medium,SUMMER10,SMB,CarrierC,152.91,0.554,37,Sep,2025,2,3,1
O003691,C2691,2025-06-11,2025-06-12,2025-06-17,Two-Day,WH_North,City_257,FL,Sports,P3862,2,35.35,70.7,16.76,5,Delivered,No,31.06,36,High,WELCOME5,SMB,CarrierD,18.56,0.263,24,Jun,2025,1,4,0
O003692,C1879,2025-07-19,2025-07-21,2025-07-24,Two-Day,WH_West,City_386,GA,Beauty,P1122,4,32.37,129.48,16.81,3,Delivered,No,62.88,72,Medium,WELCOME5,Enterprise,CarrierB,41.15,0.318,29,Jul,2025,2,1,1
O003693,C2181,2025-06-01,2025-06-02,2025-06-07,Ground,WH_West,City_258,TX,Electronics,P6934,4,74.44,297.76,6.67,5,Delivered,No,148.88,48,Medium,WELCOME5,Consumer,CarrierA,136.45,0.458,22,Jun,2025,1,4,1
O003694,C2763,2024-02-14,2024-02-15,2024-02-20,Ground,WH_North,City_37,IL,Electronics,P7168,2,56.61,113.22,6.99,5,Delivered,No,56.61,44,Medium,FREESHIP,Enterprise,CarrierA,44.34,0.392,7,Feb,2024,1,4,1
O003695,C2686,2024-03-10,2024-03-12,2024-03-18,Ground,WH_South,City_362,GA,Toys,P7195,2,57.32,114.64,6.3,6,Delivered,No,47.3,26,Medium,NA,Consumer,CarrierA,57.92,0.505,10,Mar,2024,2,4,1
O003696,C1080,2024-05-15,2024-05-15,2024-05-21,Air,WH_Central,City_126,MI,Toys,P6851,6,25.04,150.24,37.15,6,Delivered,No,77.15,96,Critical,NA,SMB,CarrierA,24.42,0.163,20,May,2024,0,6,0
O003697,C2300,2024-12-26,2024-12-28,2024-12-30,Two-Day,WH_South,City_207,PA,Electronics,P4323,3,-3.23,-9.69,15.47,2,Delivered,No,-4.84,45,Low,WELCOME5,SMB,CarrierC,-25.72,0,52,Dec,2024,2,0,1
O003698,C2815,2024-08-01,2024-08-02,2024-08-07,Ground,WH_North,City_144,NC,Apparel,P5275,4,37.18,148.72,5.01,5,Delivered,No,71.08,48,Low,SUMMER10,Enterprise,CarrierD,66.87,0.45,31,Aug,2024,1,4,1
O003699,C1570,2024-02-12,2024-02-14,2024-02-16,Two-Day,WH_South,City_221,OH,Beauty,P1294,3,54.02,162.06,14.53,2,Delivered,No,60.17,48,Low,FREESHIP,Enterprise,CarrierB,81.6,0.504,7,Feb,2024,2,0,1
O003700,C1055,2025-07-02,2025-07-03,2025-07-05,Two-Day,WH_East,City_67,PA,Toys,P5234,1,64.38,64.38,17.73,2,Delivered,No,25.81,16,Medium,FREESHIP,SMB,CarrierB,18.92,0.294,27,Jul,2025,1,1,1
O003701,C1595,2024-01-14,2024-01-16,2024-01-17,Overnight,WH_East,City_163,GA,Home,P3358,1,65.08,65.08,52.38,1,Delivered,No,30.5,15,Medium,FREESHIP,Consumer,CarrierD,-19.6,-0.301,2,Jan,2024,2,-1,1
O003702,C1329,2025-10-07,2025-10-08,2025-10-11,Two-Day,WH_Central,City_120,FL,Electronics,P9621,4,82.89,331.56,12.46,3,Delivered,No,165.78,60,Low,SUMMER10,SMB,CarrierA,146.12,0.441,41,Oct,2025,1,2,1
O003703,C2341,2025-05-24,2025-05-25,2025-05-31,Two-Day,WH_West,City_123,TX,Apparel,P8143,4,48.8,195.2,14.11,6,Delivered,No,85.05,56,Low,SUMMER10,SMB,CarrierC,89.32,0.458,21,May,2025,1,5,0
O003704,C2536,2025-10-09,2025-10-10,2025-10-12,Two-Day,WH_North,City_159,GA,Home,P7827,2,33.56,67.12,15.05,2,Delivered,No,28.9,28,Low,SUMMER10,SMB,CarrierD,19.81,0.295,41,Oct,2025,1,1,1
O003705,C2456,2025-10-28,2025-10-29,2025-10-31,Two-Day,WH_Central,City_161,NC,Apparel,P5327,4,32.41,129.64,17.89,2,Delivered,No,69.39,56,High,SUMMER10,SMB,CarrierD,35.64,0.275,44,Oct,2025,1,1,1
O003706,C2463,2025-08-18,2025-08-19,2025-08-21,Air,WH_Central,City_228,TX,Electronics,P3503,3,66.46,199.38,27.15,2,Delivered,No,99.69,39,Low,WELCOME5,Enterprise,CarrierD,67.86,0.34,34,Aug,2025,1,1,1
O003707,C2770,2024-11-12,2024-11-12,2024-11-19,Ground,WH_South,City_259,GA,Apparel,P4723,3,65.08,195.24,5.32,7,Delivered,No,70.39,42,Low,FREESHIP,SMB,CarrierD,114.49,0.586,46,Nov,2024,0,7,1
O003708,C2839,2025-08-22,2025-08-24,2025-08-29,Ground,WH_North,City_377,OH,Beauty,P2957,1,73.29,73.29,5.09,5,Delivered,No,33.59,15,Medium,NA,Enterprise,CarrierC,32.81,0.448,34,Aug,2025,2,3,1
O003709,C2563,2025-11-14,2025-11-16,2025-11-23,Ground,WH_North,City_89,PA,Sports,P3677,3,33.33,99.99,6.19,7,Delivered,No,54.78,45,Medium,FREESHIP,SMB,CarrierD,33.62,0.336,46,Nov,2025,2,5,1
O003710,C2462,2025-10-04,2025-10-04,2025-10-10,Ground,WH_East,City_94,GA,Toys,P2391,5,43.46,217.3,5.77,6,Delivered,No,86.19,95,Low,SUMMER10,Consumer,CarrierB,113.94,0.524,40,Oct,2025,0,6,1
O003711,C1429,2024-11-01,2024-11-01,2024-11-03,Air,WH_East,City_229,NY,Electronics,P7459,4,71.61,286.44,35.46,2,Delivered,No,143.22,52,Low,FREESHIP,Consumer,CarrierA,101.52,0.354,44,Nov,2024,0,2,1
O003712,C2039,2024-04-03,2024-04-05,2024-04-07,Air,WH_North,City_122,TX,Electronics,P1245,3,6.42,19.26,31.19,2,Delivered,No,9.63,45,Low,WELCOME5,Enterprise,CarrierC,-26.96,-1.4,14,Apr,2024,2,0,1
O003713,C1155,2025-05-12,2025-05-14,2025-05-21,Ground,WH_North,City_84,MI,Beauty,P6456,3,38.18,114.54,6.55,7,Delivered,No,56.57,48,Low,SUMMER10,Consumer,CarrierD,45.66,0.399,20,May,2025,2,5,1
O003714,C2513,2024-07-28,2024-07-29,2024-08-03,Ground,WH_South,City_127,TX,Sports,P3575,4,21.5,86,6.44,5,Delivered,No,31.09,48,Medium,NA,SMB,CarrierB,42.71,0.497,30,Jul,2024,1,4,1
O003715,C2890,2024-11-29,2024-11-30,2024-12-01,Overnight,WH_Central,City_199,CA,Toys,P7939,6,56.75,340.5,53.24,1,Delivered,Yes,171.4,114,Low,NA,Consumer,CarrierB,102.18,0.3,48,Nov,2024,1,0,1
O003716,C1686,2025-05-15,2025-05-16,2025-05-23,Ground,WH_West,City_66,NY,Home,P2924,3,45.92,137.76,5.56,7,Delivered,No,65.85,36,Medium,NA,SMB,CarrierA,62.03,0.45,20,May,2025,1,6,1
O003717,C2894,2025-10-22,2025-10-24,2025-10-29,Ground,WH_Central,City_5,GA,Home,P7337,2,54.46,108.92,6.51,5,Delivered,No,54.1,34,Low,NA,Enterprise,CarrierD,44.23,0.406,43,Oct,2025,2,3,1
O003718,C2980,2024-06-25,2024-06-27,2024-06-29,Air,WH_Central,City_335,TX,Beauty,P6519,2,67.73,135.46,33.27,2,Delivered,No,55.37,34,Medium,FREESHIP,SMB,CarrierC,42.74,0.316,26,Jun,2024,2,0,1
O003719,C2623,2024-07-28,2024-07-30,2024-08-04,Ground,WH_South,City_303,NY,Beauty,P7308,2,-4.58,-9.16,6.36,5,Delivered,No,-3.47,30,Low,SUMMER10,Enterprise,CarrierC,-15.65,0,30,Jul,2024,2,3,1
O003720,C2381,2024-06-16,2024-06-16,2024-06-19,Two-Day,WH_East,City_77,FL,Sports,P9071,3,54.38,163.14,15.69,3,Delivered,No,86.67,45,High,WELCOME5,Enterprise,CarrierC,55.38,0.339,24,Jun,2024,0,3,1
O003721,C2944,2024-05-28,2024-05-28,2024-06-02,Ground,WH_South,City_258,FL,Home,P2480,2,36.51,73.02,6.5,5,Delivered,No,26.15,30,Medium,FREESHIP,Consumer,CarrierB,36.77,0.504,22,May,2024,0,5,1
O003722,C1571,2025-02-12,2025-02-12,2025-02-18,Ground,WH_East,City_161,OH,Sports,P6118,3,32.8,98.4,7.21,6,Delivered,No,45.79,48,Medium,FREESHIP,Consumer,CarrierC,39.64,0.403,7,Feb,2025,0,6,1
